biały,white,False
czarny,black,False
szary,grey,False
żółty,yellow,False
pomarańczowy,orange,False
brązowy,brown,False
czerwony,red,False
różowy,pink,False
fioletowy,purple,False
niebieski,blue,False
zielony,green,False
złoty,gold,False
srebrny,silver,False
