kukurydza,corn,False
ryż,rice,False
masło,butter,False
mleko,milk,False
ser,cheese,False
jogurt,yoghurt,False
brokuły,broccoli,False
szynka,ham,False
marchewka,carrot,False
czosnek,garlic,False
grzyb,mushroom,False
onion,cebula,False
